"","scientific_name","common_name","x3","physiognamy","mn_nativity","mnwi","rarity_status","id","cc","cc_range","x12","midpoint_cc","p","p_c","releveCode","releveyear","releveSite"
"73","Eragrostis spectabilis","purple lovegrass",3,"G","Native","UPL","0",NA,NA,">0-1%",0.5,0.5,0.00892857142857143,0.0267857142857143,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"74","Elymus virginicus","Virginia wildrye",4,"G","Native","FACW-","0",NA,2,">5-25%",15,15,0.267857142857143,1.07142857142857,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"75","Carex blanda","charming sedge",2,"G","Native","FAC","0",NA,NA,">1-5%",3,3,0.0535714285714286,0.107142857142857,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"76","Elymus hystrix","bottlebrush grass",6,"G","Native","FACU","0",NA,NA,">1-5%",3,3,0.0535714285714286,0.321428571428571,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"77","Poa pratensis","Kentucky bluegrass",0,"G","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0535714285714286,0,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"78","Setaria viridis","green foxtail",0,"G","Introduced","NA","0",NA,NA,">1-5%",3,3,0.0535714285714286,0,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"79","Muhlenbergia frondosa","swamp muhly grass",3,"G","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00892857142857143,0.0267857142857143,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"80","Carex normalis","right-angle sedge",4,"G","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00892857142857143,0.0357142857142857,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"81","Phleum pratense",NA,0,"G","Introduced","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00892857142857143,0,"LBRP  Rel 32023","2023","LBRP  Rel 3"
"82","Typha latifolia","broad-leaved cattail",2,"H","Native","OBL","0",NA,3,">25-50%",37.5,37.5,0.357142857142857,0.714285714285714,"LBRP Rel 42023","2023","LBRP Rel 4"
"83","Ranunculus sceleratus","cursed crowfoot",3,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.0857142857142857,"LBRP Rel 42023","2023","LBRP Rel 4"
"84","Bidens connata","swamp beggarticks",3,"H","Native","OBL","0",NA,2,">5-25%",15,15,0.142857142857143,0.428571428571429,"LBRP Rel 42023","2023","LBRP Rel 4"
"85","Persicaria spp.",NA,0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0285714285714286,0,"LBRP Rel 42023","2023","LBRP Rel 4"
"86","Persicaria punctata","dotted smartweed",5,"H","Native","OBL","0",NA,1,">1-5%",3,3,0.0285714285714286,0.142857142857143,"LBRP Rel 42023","2023","LBRP Rel 4"
"87","Lemna minor s.s.","lesser duckweed",5,"F, H","Native","OBL","0",NA,1,">1-5%",3,3,0.0285714285714286,0.142857142857143,"LBRP Rel 42023","2023","LBRP Rel 4"
"88","Sparganium eurycarpum","giant bur-reed",5,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.142857142857143,"LBRP Rel 42023","2023","LBRP Rel 4"
"89","Typha angustifolia","narrow-leaved cattail",0,"H","Introduced","OBL","0",NA,3,">25-50%",37.5,37.5,0.357142857142857,0,"LBRP Rel 42023","2023","LBRP Rel 4"
"90","Phalaris arundinacea","reed canary grass",0,"G","Introduced","FACW+","0",NA,2,">5-25%",15,15,0.454545454545455,0,"LBRP Rel 42023","2023","LBRP Rel 4"
"91","Glyceria grandis",NA,6,"G","Native","OBL","0",NA,NA,">1-5%",3,3,0.0909090909090909,0.545454545454545,"LBRP Rel 42023","2023","LBRP Rel 4"
"92","Unknown graminoid",NA,0,"G","Introduced",NA,"0",NA,2,">5-25%",15,15,0.454545454545455,0,"LBRP Rel 42023","2023","LBRP Rel 4"
"93","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.2,0.6,"LBRP Rel 52023","2023","LBRP Rel 5"
"94","Ulmus pumila","Siberian elm",0,"D","Introduced","UPL","0",NA,NA,">1-5%",3,3,0.2,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"95","Malus spp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.2,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"96","Quercus spp.",NA,5,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.2,1,"LBRP Rel 52023","2023","LBRP Rel 5"
"97","Rubus occidentalis","black raspberry",2,"D","Native","NA","0",NA,NA,">1-5%",3,3,0.2,0.4,"LBRP Rel 52023","2023","LBRP Rel 5"
"98","Achillea millefolium","common yarrow",1,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0594059405940594,0.0594059405940594,"LBRP Rel 52023","2023","LBRP Rel 5"
"99","Oenothera biennis s.l.","common evening primrose",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.0594059405940594,"LBRP Rel 52023","2023","LBRP Rel 5"
"100","Erigeron annuus","annual fleabane",0,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0594059405940594,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"101","Potentilla argentea","silvery cinquefoil",0,"H","Introduced","[FACU]","0",NA,NA,">1-5%",3,3,0.0594059405940594,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"102","Desmodium canadense","Canada tick trefoil",4,"H","Native","FAC-","0",NA,NA,">0-1%",0.5,0.5,0.0099009900990099,0.0396039603960396,"LBRP Rel 52023","2023","LBRP Rel 5"
"103","Heliopsis helianthoides",NA,5,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.297029702970297,"LBRP Rel 52023","2023","LBRP Rel 5"
"104","Brickellia eupatorioides",NA,5,"H","Native","NA","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.297029702970297,"LBRP Rel 52023","2023","LBRP Rel 5"
"105","Verbascum thapsus","common mullein",0,"H","Introduced","UPL","0",NA,NA,">1-5%",3,3,0.0594059405940594,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"106","Ratibida pinnata","gray-headed coneflower",4,"H","Native","NA","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.237623762376238,"LBRP Rel 52023","2023","LBRP Rel 5"
"107","Ambrosia artemisiifolia","common ragweed",0,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0594059405940594,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"108","Conyza canadensis","horseweed",0,"H","Native","[FAC-]","0",NA,NA,">0-1%",0.5,0.5,0.0099009900990099,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"109","Portulaca oleracea","purslane",0,"H","Introduced","FAC-","0",NA,NA,">0-1%",0.5,0.5,0.0099009900990099,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"110","Solidago rigida","stiff goldenrod",5,"H","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.0099009900990099,0.0495049504950495,"LBRP Rel 52023","2023","LBRP Rel 5"
"111","Verbena stricta","hoary vervain",3,"H","Native","NA","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.178217821782178,"LBRP Rel 52023","2023","LBRP Rel 5"
"112","Monarda fistulosa","wild bergamot",3,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.178217821782178,"LBRP Rel 52023","2023","LBRP Rel 5"
"113","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.0594059405940594,"LBRP Rel 52023","2023","LBRP Rel 5"
"114","Tragopogon dubius","yellow goat's beard",0,"H","Introduced","NA","0",NA,NA,">0-1%",0.5,0.5,0.0099009900990099,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"115","Leucanthemum vulgare","ox-eye daisy",0,"H","Introduced","UPL","0",NA,NA,">1-5%",3,3,0.0594059405940594,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"116","Dalea purpurea",NA,7,"H","Native","NA","0",NA,NA,">1-5%",3,3,0.0594059405940594,0.415841584158416,"LBRP Rel 52023","2023","LBRP Rel 5"
"117","Helianthus spp.",NA,2,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0594059405940594,0.118811881188119,"LBRP Rel 52023","2023","LBRP Rel 5"
"118","Melilotus spp.",NA,0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0594059405940594,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"119","Elymus canadensis",NA,3,"G","Native","FAC-","0",NA,2,">5-25%",15,15,0.125,0.375,"LBRP Rel 52023","2023","LBRP Rel 5"
"120","Bromus inermis","smooth brome",0,"G","Introduced","FACU","0",NA,2,">5-25%",15,15,0.125,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"121","Sorghastrum nutans","Indian grass",5,"G","Native","FACU+","0",NA,NA,">1-5%",3,3,0.025,0.125,"LBRP Rel 52023","2023","LBRP Rel 5"
"122","Bouteloua curtipendula",NA,6,"G","Native","NA","0",NA,3,">25-50%",37.5,37.5,0.3125,1.875,"LBRP Rel 52023","2023","LBRP Rel 5"
"123","Poa pratensis","Kentucky bluegrass",0,"G","Introduced","FAC","0",NA,3,">25-50%",37.5,37.5,0.3125,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"124","Dichanthelium oligosanthes","Scribner's panic grass",3,"G","Native","FACU","0",NA,NA,">1-5%",3,3,0.025,0.075,"LBRP Rel 52023","2023","LBRP Rel 5"
"125","Bouteloua gracilis","blue grama",0,"G","Introduced","NA","0",NA,NA,">1-5%",3,3,0.025,0,"LBRP Rel 52023","2023","LBRP Rel 5"
"126","Andropogon gerardii","big bluestem",4,"G","Native","FAC-","0",NA,NA,">1-5%",3,3,0.025,0.1,"LBRP Rel 52023","2023","LBRP Rel 5"
"127","Sporobolus compositus",NA,2,"G","Native","NA","0",NA,NA,">1-5%",3,3,0.025,0.05,"LBRP Rel 52023","2023","LBRP Rel 5"
"128","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,2,">5-25%",15,15,0.174418604651163,0.348837209302326,"LBRP Rel 62023","2023","LBRP Rel 6"
"129","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,3,">25-50%",37.5,37.5,0.436046511627907,0,"LBRP Rel 62023","2023","LBRP Rel 6"
"130","Juglans nigra","black walnut",4,"D","Native","FACU","0",NA,2,">5-25%",15,15,0.174418604651163,0.697674418604651,"LBRP Rel 62023","2023","LBRP Rel 6"
"131","Acer saccharinum","silver maple",3,"D","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00581395348837209,0.0174418604651163,"LBRP Rel 62023","2023","LBRP Rel 6"
"132","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0348837209302326,0.104651162790698,"LBRP Rel 62023","2023","LBRP Rel 6"
"133","Ribes spp.",NA,3,NA,NA,NA,"0",NA,NA,">1-5%",3,3,0.0348837209302326,0.104651162790698,"LBRP Rel 62023","2023","LBRP Rel 6"
"134","Tilia americana","basswood",5,"D","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.0348837209302326,0.174418604651163,"LBRP Rel 62023","2023","LBRP Rel 6"
"135","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0348837209302326,0.104651162790698,"LBRP Rel 62023","2023","LBRP Rel 6"
"136","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0348837209302326,0.0697674418604651,"LBRP Rel 62023","2023","LBRP Rel 6"
"137","Celastrus orbiculatus","Asian bittersweet",0,"C","Introduced","UPL","0",NA,NA,">1-5%",3,3,0.0348837209302326,0,"LBRP Rel 62023","2023","LBRP Rel 6"
"138","Fallopia convolvulus","black-bindweed",0,"H","Introduced","[FAC-]","0",NA,NA,">1-5%",3,3,0.012847965738758,0,"LBRP Rel 62023","2023","LBRP Rel 6"
"139","Laportea canadensis","woodnettle",3,"H","Native","FACW","0",NA,4,">50-75%",62.5,62.5,0.267665952890792,0.802997858672377,"LBRP Rel 62023","2023","LBRP Rel 6"
"140","Cryptotaenia canadensis","honewort",3,"H","Native","FAC","0",NA,2,">5-25%",15,15,0.0642398286937901,0.19271948608137,"LBRP Rel 62023","2023","LBRP Rel 6"
"141","Ranunculus abortivus","kidney-leaved buttercup",1,"H","Native","FACW-","0",NA,1,">1-5%",3,3,0.012847965738758,0.012847965738758,"LBRP Rel 62023","2023","LBRP Rel 6"
"142","Hesperis matronalis","dame's rocket",0,"H","Introduced","FACU","0",NA,1,">1-5%",3,3,0.012847965738758,0,"LBRP Rel 62023","2023","LBRP Rel 6"
"143","Asarum canadense","wild ginger",7,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.012847965738758,0.0899357601713062,"LBRP Rel 62023","2023","LBRP Rel 6"
"144","Hydrophyllum virginianum","Virginia waterleaf",3,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.012847965738758,0.0385438972162741,"LBRP Rel 62023","2023","LBRP Rel 6"
"145","Symphyotrichum ontarionis",NA,6,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.012847965738758,0.0770877944325482,"LBRP Rel 62023","2023","LBRP Rel 6"
"146","Viola spp.",NA,3,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.012847965738758,0.0385438972162741,"LBRP Rel 62023","2023","LBRP Rel 6"
"147","Pilea pumila","dwarf clearweed",3,"H","Native","[FACW]","0",NA,1,">1-5%",3,3,0.012847965738758,0.0385438972162741,"LBRP Rel 62023","2023","LBRP Rel 6"
"148","Cuscuta gronovii",NA,3,"H","Native","[FACW]","0",NA,NA,">0-1%",0.5,0.5,0.00214132762312634,0.00642398286937901,"LBRP Rel 62023","2023","LBRP Rel 6"
"149","Rudbeckia laciniata","tall coneflower",6,"H","Native","FACW","0",NA,2,">5-25%",15,15,0.0642398286937901,0.385438972162741,"LBRP Rel 62023","2023","LBRP Rel 6"
"150","Alliaria petiolata","garlic mustard",0,"H","Introduced","FAC","0",NA,1,">1-5%",3,3,0.012847965738758,0,"LBRP Rel 62023","2023","LBRP Rel 6"
